train_loss,val_loss
0.24446752261031757,0.10898379236459732
0.08599874715913426,0.0659308210015297
0.06781590784137899,0.0544697567820549
0.06247045309706168,0.058674223721027374
0.05534840307452462,0.04464012756943703
0.05423939973115921,0.06224341690540314
0.0583643993193453,0.04641485586762428
0.05090702778913758,0.042837001383304596
0.04814327724955299,0.05244629830121994
0.04946045347235419,0.05282069742679596
0.044651142473925244,0.037432264536619186
0.03975740911608393,0.040008123964071274
0.044076878035610376,0.04339901730418205
0.03766163702715527,0.04178890958428383
0.0394860660826618,0.040237896144390106
0.03958750211379745,0.03386101499199867
0.03786935176361691,0.04014236107468605
0.04145143590867519,0.04117312654852867
0.041539174352179874,0.04406537860631943
0.04002091017636386,0.03228936344385147
0.035056707533923065,0.04079616442322731
0.03424732651222836,0.028319096192717552
0.03282841711559079,0.0444486178457737
0.0333696338263425,0.025811005383729935
0.03495640690353784,0.04149438813328743
0.03144169920547442,0.027258893474936485
0.03343797586858273,0.029936756938695908
0.0347398075867783,0.032909195870161057
0.033133266121149064,0.04318924993276596
0.029085290296511218,0.028281547129154205
