train_loss,val_loss
0.1398589891883043,0.13229511678218842
0.06172750976223212,0.06234194338321686
0.02976076018351775,0.026892103254795074
0.017440040810750082,0.018349645659327507
0.013330032117664814,0.014794486574828625
0.010421188548207283,0.011912649497389793
0.01029790722979949,0.0112824197858572
0.008245826054077882,0.009453438222408295
0.011887445114552975,0.01179772149771452
0.011306404028660975,0.012384024448692799
0.007308170700875612,0.00912411604076624
0.006699483340176253,0.008515792898833752
0.005594927745942886,0.006947842892259359
0.006565202743961261,0.007686152588576078
0.005201274887300455,0.00641966424882412
0.0070809999552483745,0.009757552295923233
0.0052172193446984655,0.006858584471046925
0.004426587749129305,0.005307645071297884
0.006319117015944078,0.006749778985977173
0.008459845593628975,0.00945481937378645
0.004405439258194887,0.005042774137109518
0.004309777492800584,0.005635491572320461
0.0037649877441044035,0.00562581792473793
0.004795463433345923,0.0059742373414337635
0.004912511266481418,0.006075363140553236
