0.300000,0.000000
0.092705,0.285317
-0.242705,0.176336
-0.242705,-0.176336
0.092705,-0.285317
0.600000,0.000000
0.519615,0.300000
0.300000,0.519615
0.000000,0.600000
-0.300000,0.519615
-0.519615,0.300000
-0.600000,0.000000
-0.519615,-0.300000
-0.300000,-0.519615
-0.000000,-0.600000
0.300000,-0.519615
0.519615,-0.300000
0.900000,0.000000
0.845723,0.307818
0.689440,0.578509
0.450000,0.779423
0.156283,0.886327
-0.156283,0.886327
-0.450000,0.779423
-0.689440,0.578509
-0.845723,0.307818
-0.900000,0.000000
-0.845723,-0.307818
-0.689440,-0.578509
-0.450000,-0.779423
-0.156283,-0.886327
0.156283,-0.886327
0.450000,-0.779423
0.689440,-0.578509
0.845723,-0.307818
1.200000,0.000000
1.162300,0.298428
1.051568,0.578104
0.874762,0.821457
0.642992,1.013194
0.370820,1.141268
0.075349,1.197632
-0.224858,1.178745
-0.510935,1.085792
-0.764909,0.924616
-0.970820,0.705342
-1.115732,0.441749
-1.190538,0.150400
-1.190538,-0.150400
-1.115732,-0.441749
-0.970820,-0.705342
-0.764909,-0.924616
-0.510935,-1.085792
-0.224858,-1.178745
0.075349,-1.197632
0.370820,-1.141268
0.642992,-1.013194
0.874762,-0.821457
1.051568,-0.578104
1.162300,-0.298428
1.500000,0.000000
1.469295,0.301948
1.378437,0.591534
1.231145,0.856902
1.033450,1.087189
0.793446,1.272966
0.520958,1.406628
0.227142,1.482702
-0.075974,1.498075
-0.375979,1.452116
-0.660591,1.346707
-0.918159,1.186164
-1.138137,0.977059
-1.311520,0.727953
-1.431209,0.449045
-1.492304,0.151752
-1.492304,-0.151752
-1.431209,-0.449045
-1.311520,-0.727953
-1.138137,-0.977059
-0.918159,-1.186164
-0.660591,-1.346707
-0.375979,-1.452116
-0.075974,-1.498075
0.227142,-1.482702
0.520958,-1.406628
0.793446,-1.272966
1.033450,-1.087189
1.231145,-0.856902
1.378437,-0.591534
1.469295,-0.301948
1.800000,0.000000
1.774109,0.304201
1.697179,0.599652
1.571425,0.877851
1.400464,1.130796
1.189215,1.351210
0.943753,1.532752
0.671142,1.670200
0.379223,1.759599
0.076394,1.798378
-0.228632,1.785421
-0.527081,1.721100
-0.810367,1.607267
-1.070340,1.447195
-1.299521,1.245490
-1.491317,1.007955
-1.640211,0.741422
-1.741919,0.453561
-1.793515,0.152651
-1.793515,-0.152651
-1.741919,-0.453561
-1.640211,-0.741422
-1.491317,-1.007955
-1.299521,-1.245490
-1.070340,-1.447195
-0.810367,-1.607267
-0.527081,-1.721100
-0.228632,-1.785421
0.076394,-1.798378
0.379223,-1.759599
0.671142,-1.670200
0.943753,-1.532752
1.189215,-1.351210
1.400464,-1.130796
1.571425,-0.877851
1.697179,-0.599652
1.774109,-0.304201
2.100000,0.000000
2.077621,0.305762
2.010961,0.605008
1.901441,0.891359
1.751395,1.158712
1.564022,1.401370
1.343313,1.614159
1.093975,1.792545
0.821320,1.932727
0.531160,2.031716
0.229680,2.087402
-0.076696,2.098599
-0.381437,2.065068
-0.678049,1.987524
-0.960209,1.867619
-1.221904,1.707908
-1.457556,1.511797
-1.662143,1.283465
-1.831304,1.027777
-1.961434,0.750185
-2.049759,0.456603
-2.094398,0.153290
-2.094398,-0.153290
-2.049759,-0.456603
-1.961434,-0.750185
-1.831304,-1.027777
-1.662143,-1.283465
-1.457556,-1.511797
-1.221904,-1.707908
-0.960209,-1.867619
-0.678049,-1.987524
-0.381437,-2.065068
-0.076696,-2.098599
0.229680,-2.087402
0.531160,-2.031716
0.821320,-1.932727
1.093975,-1.792545
1.343313,-1.614159
1.564022,-1.401370
1.751395,-1.158712
1.901441,-0.891359
2.010961,-0.605008
2.077621,-0.305762
2.400000,0.000000
2.343889,0.515929
2.178181,1.007734
1.910623,1.452418
1.553727,1.829189
1.124180,2.120429
0.642068,2.312520
0.129933,2.396480
-0.388277,2.368384
-0.888332,2.229544
-1.346849,1.986454
-1.742389,1.650479
-2.056457,1.237329
-2.274368,0.766324
-2.385931,0.259486
-2.385931,-0.259486
-2.274368,-0.766324
-2.056457,-1.237329
-1.742389,-1.650479
-1.346849,-1.986454
-0.888332,-2.229544
-0.388277,-2.368384
0.129933,-2.396480
0.642068,-2.312520
1.124180,-2.120429
1.553727,-1.829189
1.910623,-1.452418
2.178181,-1.007734
2.343889,-0.515929
