train_loss,val_loss
3.5490135333754798,2.428750991821289
1.521384054964239,0.9164225459098816
0.6411112194711511,0.6223361492156982
0.5708732252771204,0.7580586671829224
0.6528643423860724,0.8736250996589661
0.7005710791457783,0.41323208808898926
0.5064855326305736,0.2754738926887512
0.5675807893276215,0.5121704339981079
0.5019259303808212,0.8023444414138794
0.6866090460257097,0.6427961587905884
0.5547678795727816,0.5672885775566101
0.41474648903716693,0.4748782813549042
0.42210663042285224,0.28984323143959045
0.5197003537958319,1.2107841968536377
0.7074808938936754,0.4456813633441925
0.4371707358143546,0.4511723816394806
0.4984163669022647,0.2727668881416321
0.35146940702741797,0.3733677268028259
0.3400059112093665,0.2700026333332062
0.29968744787302887,0.34304308891296387
0.3026154799894853,0.17099913954734802
0.23190350017764352,0.2090751826763153
0.288459910587831,0.33105286955833435
0.2685913931239735,0.1905859112739563
0.26398043605414306,0.17141051590442657
0.20643778958103873,0.16102717816829681
0.1726844690062783,0.2138194590806961
0.22854099625890906,0.3196595311164856
0.22621248797936874,0.15905417501926422
0.13100739094344052,0.09239877760410309
